_id,Site,SiteNumber,Seconds,DateTime,Latitude,Longitude,Hsig,Hmax,Tp,Tz,SST,Direction,Current Speed,Current Direction
1,Caloundra,54,1786370400,2026-08-11T00:00:00,-26.84659,153.15622,0.870,1.440,6.670,6.452,19.25,39.40,-99.90,-99.90
2,Caloundra,54,1786372200,2026-08-11T00:30:00,-26.84658,153.15622,0.855,1.440,6.250,6.452,19.40,32.30,-99.90,-99.90
3,Caloundra,54,1786374000,2026-08-11T01:00:00,-26.84658,153.15617,0.870,1.600,6.250,6.349,19.25,32.30,-99.90,-99.90
4,Caloundra,54,1786375800,2026-08-11T01:30:00,-26.84659,153.15617,0.849,1.610,6.250,6.557,19.10,32.30,-99.90,-99.90
5,Caloundra,54,1786377600,2026-08-11T02:00:00,-26.84659,153.15611,0.864,1.480,6.250,6.667,19.10,35.20,-99.90,-99.90
6,Caloundra,54,1786379400,2026-08-11T02:30:00,-26.84659,153.15611,0.817,1.310,6.670,6.452,19.45,36.60,-99.90,-99.90
7,Caloundra,54,1786381200,2026-08-11T03:00:00,-26.84661,153.15609,0.796,1.200,5.880,6.154,19.65,32.30,-99.90,-99.90
8,Caloundra,54,1786383000,2026-08-11T03:30:00,-26.84658,153.15609,0.760,1.240,6.670,6.349,19.45,45.00,-99.90,-99.90
9,Caloundra,54,1786384800,2026-08-11T04:00:00,-26.84661,153.15604,0.726,1.230,6.250,6.349,19.45,42.20,-99.90,-99.90
10,Caloundra,54,1786386600,2026-08-11T04:30:00,-26.84678,153.15611,0.690,1.120,6.250,6.154,19.35,43.60,-99.90,-99.90
11,Caloundra,54,1786388400,2026-08-11T05:00:00,-26.84713,153.15598,0.696,1.110,6.250,6.250,19.35,53.40,-99.90,-99.90
12,Caloundra,54,1786390200,2026-08-11T05:30:00,-26.84759,153.15585,0.634,1.450,6.670,6.452,19.45,49.20,-99.90,-99.90
13,Caloundra,54,1786392000,2026-08-11T06:00:00,-26.84757,153.15583,0.598,0.960,9.090,6.452,19.65,88.60,-99.90,-99.90
14,Caloundra,54,1786393800,2026-08-11T06:30:00,-26.84758,153.15583,0.576,0.950,6.250,6.349,19.45,46.40,-99.90,-99.90
15,Caloundra,54,1786395600,2026-08-11T07:00:00,-26.84758,153.15583,0.601,1.040,10.000,6.154,19.30,84.40,-99.90,-99.90
16,Caloundra,54,1786397400,2026-08-11T07:30:00,-26.84758,153.15583,0.573,1.040,5.880,6.061,19.25,39.40,-99.90,-99.90
17,Caloundra,54,1786399200,2026-08-11T08:00:00,-26.84757,153.15587,0.538,1.120,6.250,6.061,19.15,43.60,-99.90,-99.90
18,Caloundra,54,1786401000,2026-08-11T08:30:00,-26.84749,153.15607,0.523,0.860,7.140,5.405,19.10,59.10,-99.90,-99.90
19,Caloundra,54,1786402800,2026-08-11T09:00:00,-26.84737,153.15624,0.524,0.980,9.090,4.878,19.10,77.30,-99.90,-99.90
20,Caloundra,54,1786404600,2026-08-11T09:30:00,-26.84682,153.15647,0.524,0.940,9.090,4.494,19.05,81.60,-99.90,-99.90
21,Caloundra,54,1786406400,2026-08-11T10:00:00,-26.84667,153.15630,0.489,0.950,6.670,4.444,19.10,43.60,-99.90,-99.90
22,Caloundra,54,1786408200,2026-08-11T10:30:00,-26.84665,153.15628,0.519,0.850,10.000,4.545,19.10,83.00,-99.90,-99.90
23,Caloundra,54,1786410000,2026-08-11T11:00:00,-26.84664,153.15628,0.510,0.780,6.670,4.598,19.20,47.80,-99.90,-99.90
24,Caloundra,54,1786411800,2026-08-11T11:30:00,-26.84663,153.15626,0.488,0.900,9.090,5.333,19.55,80.20,-99.90,-99.90
25,Caloundra,54,1786413600,2026-08-11T12:00:00,-26.84663,153.15624,0.497,0.830,9.090,6.154,19.75,80.20,-99.90,-99.90
26,Caloundra,54,1786415400,2026-08-11T12:30:00,-26.84658,153.15622,0.516,0.940,10.000,6.061,19.60,87.20,-99.90,-99.90
27,Caloundra,54,1786417200,2026-08-11T13:00:00,-26.84661,153.15622,0.518,0.880,10.530,6.667,19.45,81.60,-99.90,-99.90
28,Caloundra,54,1786419000,2026-08-11T13:30:00,-26.84658,153.15615,0.512,0.810,9.090,5.634,19.85,80.20,-99.90,-99.90
29,Caloundra,54,1786420800,2026-08-11T14:00:00,-26.84658,153.15609,0.470,0.920,9.090,6.349,19.70,87.20,-99.90,-99.90
30,Caloundra,54,1786422600,2026-08-11T14:30:00,-26.84659,153.15607,0.481,0.780,10.000,6.780,19.40,91.40,-99.90,-99.90
31,Caloundra,54,1786424400,2026-08-11T15:00:00,-26.84662,153.15607,0.497,0.960,9.090,6.250,19.25,90.00,-99.90,-99.90
32,Caloundra,54,1786426200,2026-08-11T15:30:00,-26.84663,153.15611,0.525,0.920,9.090,5.063,19.25,88.60,-99.90,-99.90
33,Caloundra,54,1786428000,2026-08-11T16:00:00,-26.84691,153.15602,0.513,0.820,10.000,5.128,19.25,81.60,-99.90,-99.90
34,Caloundra,54,1786429800,2026-08-11T16:30:00,-26.84757,153.15583,0.442,0.770,9.090,5.556,19.25,88.60,-99.90,-99.90
35,Caloundra,54,1786431600,2026-08-11T17:00:00,-26.84761,153.15585,0.525,0.820,9.090,5.263,19.85,88.60,-99.90,-99.90
36,Caloundra,54,1786433400,2026-08-11T17:30:00,-26.84760,153.15583,0.503,0.800,9.090,5.797,19.75,97.00,-99.90,-99.90
37,Caloundra,54,1786435200,2026-08-11T18:00:00,-26.84760,153.15581,0.513,0.880,10.000,5.797,19.80,102.70,-99.90,-99.90
38,Caloundra,54,1786437000,2026-08-11T18:30:00,-26.84758,153.15579,0.450,0.880,10.000,5.714,19.45,87.20,-99.90,-99.90
39,Caloundra,54,1786438800,2026-08-11T19:00:00,-26.84756,153.15579,0.506,0.910,9.090,5.195,19.35,85.80,-99.90,-99.90
40,Caloundra,54,1786440600,2026-08-11T19:30:00,-26.84757,153.15581,0.475,0.780,9.090,5.333,19.25,94.20,-99.90,-99.90
41,Caloundra,54,1786442400,2026-08-11T20:00:00,-26.84758,153.15581,0.501,0.830,10.000,5.479,19.25,91.40,-99.90,-99.90
42,Caloundra,54,1786444200,2026-08-11T20:30:00,-26.84757,153.15581,0.509,0.890,10.000,5.970,19.20,88.60,-99.90,-99.90
43,Caloundra,54,1786446000,2026-08-11T21:00:00,-26.84754,153.15581,0.467,0.790,10.000,5.714,19.20,77.30,-99.90,-99.90
44,Caloundra,54,1786447800,2026-08-11T21:30:00,-26.84746,153.15589,0.482,1.000,10.000,5.714,19.20,83.00,-99.90,-99.90
45,Caloundra,54,1786449600,2026-08-11T22:00:00,-26.84730,153.15592,0.465,0.800,10.000,6.154,19.15,83.00,-99.90,-99.90
46,Caloundra,54,1786451400,2026-08-11T22:30:00,-26.84684,153.15613,0.477,0.800,10.000,6.154,19.20,85.80,-99.90,-99.90
47,Caloundra,54,1786453200,2026-08-11T23:00:00,-26.84664,153.15624,0.522,0.880,10.000,6.250,19.20,84.40,-99.90,-99.90
48,Caloundra,54,1786455000,2026-08-11T23:30:00,-26.84662,153.15622,0.486,0.760,9.090,6.667,19.25,83.00,-99.90,-99.90
49,Caloundra,54,1786456800,2026-08-12T00:00:00,-26.84659,153.15622,0.510,0.970,10.530,6.250,19.45,80.20,-99.90,-99.90
50,Caloundra,54,1786458600,2026-08-12T00:30:00,-26.84658,153.15619,0.494,0.790,9.090,6.349,19.65,77.30,-99.90,-99.90
51,Caloundra,54,1786460400,2026-08-12T01:00:00,-26.84659,153.15619,0.508,0.710,9.090,6.349,19.45,81.60,-99.90,-99.90
52,Caloundra,54,1786462200,2026-08-12T01:30:00,-26.84659,153.15617,0.495,0.830,9.090,6.349,19.40,85.80,-99.90,-99.90
53,Caloundra,54,1786464000,2026-08-12T02:00:00,-26.84658,153.15613,0.482,0.770,10.000,6.250,19.80,78.80,-99.90,-99.90
54,Caloundra,54,1786465800,2026-08-12T02:30:00,-26.84659,153.15613,0.464,0.800,9.090,5.970,19.80,88.60,-99.90,-99.90
55,Caloundra,54,1786467600,2026-08-12T03:00:00,-26.84659,153.15607,0.543,0.840,9.090,5.882,19.40,78.80,-99.90,-99.90
56,Caloundra,54,1786469400,2026-08-12T03:30:00,-26.84657,153.15604,0.482,0.810,10.000,5.970,19.20,91.40,-99.90,-99.90
57,Caloundra,54,1786471200,2026-08-12T04:00:00,-26.84661,153.15600,0.487,0.770,9.090,5.970,19.20,88.60,-99.90,-99.90
58,Caloundra,54,1786473000,2026-08-12T04:30:00,-26.84663,153.15596,0.513,0.980,9.090,6.250,19.30,83.00,-99.90,-99.90
59,Caloundra,54,1786474800,2026-08-12T05:00:00,-26.84666,153.15589,0.479,0.790,9.090,5.634,19.50,92.80,-99.90,-99.90
60,Caloundra,54,1786476600,2026-08-12T05:30:00,-26.84686,153.15587,0.449,0.850,10.000,5.556,19.55,92.80,-99.90,-99.90
61,Caloundra,54,1786478400,2026-08-12T06:00:00,-26.84738,153.15568,0.456,0.810,10.000,6.154,19.55,87.20,-99.90,-99.90
62,Caloundra,54,1786480200,2026-08-12T06:30:00,-26.84756,153.15581,0.441,0.800,9.090,6.250,19.35,87.20,-99.90,-99.90
63,Caloundra,54,1786482000,2026-08-12T07:00:00,-26.84757,153.15581,0.460,0.740,9.090,5.970,19.25,87.20,-99.90,-99.90
64,Caloundra,54,1786483800,2026-08-12T07:30:00,-26.84758,153.15585,0.443,0.640,9.090,6.349,19.80,91.40,-99.90,-99.90
65,Caloundra,54,1786485600,2026-08-12T08:00:00,-26.84757,153.15581,0.424,0.720,10.000,6.250,19.95,92.80,-99.90,-99.90
66,Caloundra,54,1786487400,2026-08-12T08:30:00,-26.84756,153.15579,0.434,0.720,10.000,6.452,19.95,99.80,-99.90,-99.90
67,Caloundra,54,1786489200,2026-08-12T09:00:00,-26.84756,153.15581,0.505,0.870,9.090,6.667,20.00,97.00,-99.90,-99.90
68,Caloundra,54,1786491000,2026-08-12T09:30:00,-26.84754,153.15581,0.431,0.700,9.090,7.407,20.00,90.00,-99.90,-99.90
69,Caloundra,54,1786492800,2026-08-12T10:00:00,-26.84747,153.15585,0.489,0.750,9.090,7.018,20.05,85.80,-99.90,-99.90
70,Caloundra,54,1786494600,2026-08-12T10:30:00,-26.84736,153.15587,0.461,0.690,10.000,7.273,20.20,88.60,-99.90,-99.90
71,Caloundra,54,1786496400,2026-08-12T11:00:00,-26.84707,153.15598,0.484,0.990,9.090,7.018,20.35,83.00,-99.90,-99.90
72,Caloundra,54,1786500000,2026-08-12T12:00:00,-26.84662,153.15619,0.493,0.810,9.090,7.018,19.45,80.20,-99.90,-99.90
73,Caloundra,54,1786501800,2026-08-12T12:30:00,-26.84661,153.15622,0.507,0.860,9.090,6.250,19.00,84.40,-99.90,-99.90
74,Caloundra,54,1786503600,2026-08-12T13:00:00,-26.84659,153.15619,0.541,0.930,9.090,5.405,19.10,75.90,-99.90,-99.90
75,Caloundra,54,1786505400,2026-08-12T13:30:00,-26.84659,153.15615,0.549,1.100,9.090,5.128,19.20,74.50,-99.90,-99.90
76,Caloundra,54,1786507200,2026-08-12T14:00:00,-26.84659,153.15613,0.569,0.980,9.090,4.706,19.65,88.60,-99.90,-99.90
77,Caloundra,54,1786509000,2026-08-12T14:30:00,-26.84658,153.15607,0.580,1.050,9.090,4.651,19.55,81.60,-99.90,-99.90
78,Caloundra,54,1786510800,2026-08-12T15:00:00,-26.84658,153.15598,0.582,1.070,9.090,4.211,19.40,84.40,-99.90,-99.90
79,Caloundra,54,1786512600,2026-08-12T15:30:00,-26.84662,153.15587,0.538,0.860,9.090,4.348,19.40,91.40,-99.90,-99.90
80,Caloundra,54,1786514400,2026-08-12T16:00:00,-26.84670,153.15570,0.563,1.160,8.330,4.167,19.45,91.40,-99.90,-99.90
81,Caloundra,54,1786516200,2026-08-12T16:30:00,-26.84687,153.15557,0.559,1.070,8.330,4.167,19.75,91.40,-99.90,-99.90
82,Caloundra,54,1786518000,2026-08-12T17:00:00,-26.84735,153.15553,0.577,1.020,9.090,4.348,19.85,94.20,-99.90,-99.90
83,Caloundra,54,1786519800,2026-08-12T17:30:00,-26.84755,153.15572,0.555,1.020,9.090,4.545,19.75,95.60,-99.90,-99.90
84,Caloundra,54,1786521600,2026-08-12T18:00:00,-26.84755,153.15574,0.547,0.940,9.090,4.598,19.70,104.10,-99.90,-99.90
85,Caloundra,54,1786523400,2026-08-12T18:30:00,-26.84756,153.15577,0.512,0.800,9.090,4.598,19.85,91.40,-99.90,-99.90
86,Caloundra,54,1786525200,2026-08-12T19:00:00,-26.84755,153.15581,0.578,1.000,11.760,4.878,19.85,99.80,-99.90,-99.90
87,Caloundra,54,1786527000,2026-08-12T19:30:00,-26.84755,153.15581,0.552,0.920,9.090,3.636,19.70,98.40,-99.90,-99.90
88,Caloundra,54,1786528800,2026-08-12T20:00:00,-26.84753,153.15579,0.562,0.970,9.090,3.883,19.65,88.60,-99.90,-99.90
89,Caloundra,54,1786530600,2026-08-12T20:30:00,-26.84755,153.15579,0.503,1.000,10.000,3.846,19.55,94.20,-99.90,-99.90
90,Caloundra,54,1786532400,2026-08-12T21:00:00,-26.84753,153.15579,0.485,0.830,9.090,4.211,19.55,94.20,-99.90,-99.90
91,Caloundra,54,1786534200,2026-08-12T21:30:00,-26.84754,153.15581,0.488,0.790,11.760,4.819,19.65,108.30,-99.90,-99.90
92,Caloundra,54,1786536000,2026-08-12T22:00:00,-26.84754,153.15589,0.481,0.910,10.530,5.405,19.65,98.40,-99.90,-99.90
93,Caloundra,54,1786537800,2026-08-12T22:30:00,-26.84739,153.15604,0.475,0.870,10.000,5.882,19.40,101.30,-99.90,-99.90
94,Caloundra,54,1786539600,2026-08-12T23:00:00,-26.84682,153.15637,0.455,0.770,10.530,6.250,19.65,101.30,-99.90,-99.90
95,Caloundra,54,1786541400,2026-08-12T23:30:00,-26.84664,153.15624,0.456,0.890,10.000,6.061,19.70,90.00,-99.90,-99.90
96,Caloundra,54,1786543200,2026-08-13T00:00:00,-26.84662,153.15624,0.457,0.860,11.760,6.250,19.70,92.80,-99.90,-99.90
97,Caloundra,54,1786545000,2026-08-13T00:30:00,-26.84662,153.15628,0.403,0.720,10.530,7.018,19.75,87.20,-99.90,-99.90
98,Caloundra,54,1786546800,2026-08-13T01:00:00,-26.84663,153.15628,0.455,0.800,10.000,5.714,19.80,84.40,-99.90,-99.90
99,Caloundra,54,1786548600,2026-08-13T01:30:00,-26.84661,153.15624,0.411,0.690,10.000,5.714,19.80,83.00,-99.90,-99.90
100,Caloundra,54,1786550400,2026-08-13T02:00:00,-26.84658,153.15619,0.383,0.630,10.530,6.780,19.95,84.40,-99.90,-99.90
101,Caloundra,54,1786552200,2026-08-13T02:30:00,-26.84658,153.15617,0.422,0.700,10.530,8.000,19.85,91.40,-99.90,-99.90
102,Caloundra,54,1786554000,2026-08-13T03:00:00,-26.84658,153.15617,0.392,0.720,10.000,6.897,19.65,88.60,-99.90,-99.90
103,Caloundra,54,1786555800,2026-08-13T03:30:00,-26.84656,153.15615,0.388,0.670,9.090,7.547,19.85,87.20,-99.90,-99.90
104,Caloundra,54,1786557600,2026-08-13T04:00:00,-26.84657,153.15613,0.389,0.660,11.110,8.000,19.40,99.80,-99.90,-99.90
105,Caloundra,54,1786559400,2026-08-13T04:30:00,-26.84659,153.15609,0.392,0.810,11.110,5.405,19.40,113.90,-99.90,-99.90
106,Caloundra,54,1786561200,2026-08-13T05:00:00,-26.84659,153.15600,0.360,0.620,10.530,4.494,19.45,105.50,-99.90,-99.90
107,Caloundra,54,1786563000,2026-08-13T05:30:00,-26.84659,153.15598,0.379,0.720,11.110,4.396,19.45,109.70,-99.90,-99.90
108,Caloundra,54,1786564800,2026-08-13T06:00:00,-26.84666,153.15600,0.383,0.710,10.530,4.444,19.65,106.90,-99.90,-99.90
109,Caloundra,54,1786566600,2026-08-13T06:30:00,-26.84703,153.15581,0.356,0.670,10.000,3.738,19.60,97.00,-99.90,-99.90
110,Caloundra,54,1786568400,2026-08-13T07:00:00,-26.84756,153.15579,0.352,0.660,9.090,3.774,19.55,94.20,-99.90,-99.90
111,Caloundra,54,1786570200,2026-08-13T07:30:00,-26.84758,153.15583,0.378,0.760,10.000,4.082,19.55,101.30,-99.90,-99.90
112,Caloundra,54,1786572000,2026-08-13T08:00:00,-26.84758,153.15585,0.339,0.600,10.000,4.211,19.70,105.50,-99.90,-99.90
113,Caloundra,54,1786573800,2026-08-13T08:30:00,-26.84757,153.15585,0.355,0.620,11.110,3.670,19.75,98.40,-99.90,-99.90
114,Caloundra,54,1786575600,2026-08-13T09:00:00,-26.84754,153.15577,0.345,0.770,10.530,4.082,19.75,91.40,-99.90,-99.90
115,Caloundra,54,1786577400,2026-08-13T09:30:00,-26.84753,153.15579,0.351,0.650,10.000,4.348,19.80,94.20,-99.90,-99.90
116,Caloundra,54,1786579200,2026-08-13T10:00:00,-26.84751,153.15585,0.322,0.530,10.000,4.598,19.80,92.80,-99.90,-99.90
117,Caloundra,54,1786582800,2026-08-13T11:00:00,-26.84664,153.15622,0.376,0.620,10.000,3.333,19.80,91.40,-99.90,-99.90
118,Caloundra,54,1786584600,2026-08-13T11:30:00,-26.84662,153.15619,0.349,0.680,10.000,3.200,19.80,94.20,-99.90,-99.90
119,Caloundra,54,1786586400,2026-08-13T12:00:00,-26.84661,153.15622,0.333,0.670,10.000,3.361,19.80,97.00,-99.90,-99.90
120,Caloundra,54,1786588200,2026-08-13T12:30:00,-26.84661,153.15624,0.314,0.630,10.000,3.670,19.85,81.60,-99.90,-99.90
121,Caloundra,54,1786590000,2026-08-13T13:00:00,-26.84657,153.15624,0.354,0.730,10.000,4.124,19.25,94.20,-99.90,-99.90
122,Caloundra,54,1786591800,2026-08-13T13:30:00,-26.84658,153.15622,0.303,0.480,10.530,4.819,19.20,91.40,-99.90,-99.90
123,Caloundra,54,1786593600,2026-08-13T14:00:00,-26.84657,153.15619,0.315,0.620,10.530,4.545,19.45,101.30,-99.90,-99.90
124,Caloundra,54,1786595400,2026-08-13T14:30:00,-26.84657,153.15611,0.301,0.550,10.530,5.063,19.45,101.30,-99.90,-99.90
125,Caloundra,54,1786597200,2026-08-13T15:00:00,-26.84657,153.15607,0.310,0.570,9.090,4.762,19.35,81.60,-99.90,-99.90
126,Caloundra,54,1786599000,2026-08-13T15:30:00,-26.84656,153.15602,0.346,0.580,10.000,4.255,19.10,94.20,-99.90,-99.90
127,Caloundra,54,1786600800,2026-08-13T16:00:00,-26.84659,153.15596,0.327,0.670,9.090,4.040,19.00,104.10,-99.90,-99.90
128,Caloundra,54,1786602600,2026-08-13T16:30:00,-26.84663,153.15583,0.324,0.680,10.530,3.738,19.10,94.20,-99.90,-99.90
129,Caloundra,54,1786604400,2026-08-13T17:00:00,-26.84668,153.15574,0.328,0.540,9.090,3.922,19.20,97.00,-99.90,-99.90
130,Caloundra,54,1786606200,2026-08-13T17:30:00,-26.84705,153.15547,0.275,0.540,10.000,3.960,19.25,92.80,-99.90,-99.90
131,Caloundra,54,1786608000,2026-08-13T18:00:00,-26.84740,153.15555,0.319,0.720,10.000,3.540,19.25,98.40,-99.90,-99.90
132,Caloundra,54,1786609800,2026-08-13T18:30:00,-26.84750,153.15564,0.395,0.690,9.090,3.226,19.25,91.40,-99.90,-99.90
133,Caloundra,54,1786611600,2026-08-13T19:00:00,-26.84754,153.15568,0.424,0.680,9.090,3.226,19.75,90.00,-99.90,-99.90
134,Caloundra,54,1786613400,2026-08-13T19:30:00,-26.84752,153.15566,0.452,0.830,3.130,3.150,19.85,105.50,-99.90,-99.90
135,Caloundra,54,1786615200,2026-08-13T20:00:00,-26.84751,153.15568,0.443,0.830,9.090,3.390,19.85,95.60,-99.90,-99.90
136,Caloundra,54,1786617000,2026-08-13T20:30:00,-26.84751,153.15566,0.454,0.730,9.090,3.571,19.85,94.20,-99.90,-99.90
137,Caloundra,54,1786618800,2026-08-13T21:00:00,-26.84752,153.15570,0.451,0.820,9.090,3.636,19.80,92.80,-99.90,-99.90
138,Caloundra,54,1786620600,2026-08-13T21:30:00,-26.84754,153.15577,0.452,0.740,10.000,3.670,19.60,98.40,-99.90,-99.90
139,Caloundra,54,1786622400,2026-08-13T22:00:00,-26.84754,153.15579,0.446,0.750,3.330,3.509,19.60,113.90,-99.90,-99.90
140,Caloundra,54,1786624200,2026-08-13T22:30:00,-26.84751,153.15585,0.439,0.720,10.000,3.810,19.55,99.80,-99.90,-99.90
141,Caloundra,54,1786626000,2026-08-13T23:00:00,-26.84730,153.15594,0.437,0.730,10.000,3.922,19.50,97.00,-99.90,-99.90
142,Caloundra,54,1786627800,2026-08-13T23:30:00,-26.84679,153.15615,0.404,0.650,10.000,4.082,19.60,90.00,-99.90,-99.90
143,Caloundra,54,1786629600,2026-08-14T00:00:00,-26.84663,153.15619,0.408,0.660,9.090,4.211,19.65,91.40,-99.90,-99.90
144,Caloundra,54,1786631400,2026-08-14T00:30:00,-26.84661,153.15624,0.384,0.660,10.000,4.348,19.75,84.40,-99.90,-99.90
145,Caloundra,54,1786633200,2026-08-14T01:00:00,-26.84661,153.15622,0.378,0.630,10.000,4.598,19.85,68.90,-99.90,-99.90
146,Caloundra,54,1786635000,2026-08-14T01:30:00,-26.84659,153.15619,0.392,0.690,10.000,5.195,19.85,83.00,-99.90,-99.90
147,Caloundra,54,1786636800,2026-08-14T02:00:00,-26.84658,153.15622,0.376,0.640,10.000,5.479,19.85,91.40,-99.90,-99.90
148,Caloundra,54,1786638600,2026-08-14T02:30:00,-26.84658,153.15617,0.376,0.680,10.000,5.882,19.30,83.00,-99.90,-99.90
149,Caloundra,54,1786640400,2026-08-14T03:00:00,-26.84656,153.15615,0.350,0.630,9.090,6.061,19.40,85.80,-99.90,-99.90
150,Caloundra,54,1786642200,2026-08-14T03:30:00,-26.84656,153.15615,0.366,0.610,10.000,5.882,19.15,87.20,-99.90,-99.90
151,Caloundra,54,1786644000,2026-08-14T04:00:00,-26.84656,153.15607,0.375,0.690,9.090,5.970,19.00,97.00,-99.90,-99.90
152,Caloundra,54,1786645800,2026-08-14T04:30:00,-26.84658,153.15607,0.362,0.530,9.090,6.061,19.20,91.40,-99.90,-99.90
153,Caloundra,54,1786649400,2026-08-14T05:30:00,-26.84659,153.15596,0.385,0.690,9.090,5.128,19.10,92.80,-99.90,-99.90
154,Caloundra,54,1786651200,2026-08-14T06:00:00,-26.84662,153.15587,0.371,0.630,9.090,4.819,19.10,87.20,-99.90,-99.90
155,Caloundra,54,1786653000,2026-08-14T06:30:00,-26.84668,153.15577,0.390,0.560,9.090,4.762,19.20,101.30,-99.90,-99.90
156,Caloundra,54,1786654800,2026-08-14T07:00:00,-26.84702,153.15555,0.376,0.660,10.000,4.444,19.40,106.90,-99.90,-99.90
157,Caloundra,54,1786656600,2026-08-14T07:30:00,-26.84751,153.15568,0.405,0.650,10.000,4.396,19.35,92.80,-99.90,-99.90
158,Caloundra,54,1786658400,2026-08-14T08:00:00,-26.84756,153.15574,0.401,0.760,9.090,4.255,19.35,102.70,-99.90,-99.90
159,Caloundra,54,1786660200,2026-08-14T08:30:00,-26.84758,153.15579,0.377,0.630,10.000,4.598,19.65,102.70,-99.90,-99.90
160,Caloundra,54,1786662000,2026-08-14T09:00:00,-26.84754,153.15574,0.421,0.740,9.090,4.348,19.75,95.60,-99.90,-99.90
161,Caloundra,54,1786663800,2026-08-14T09:30:00,-26.84752,153.15572,0.407,0.780,10.000,4.301,19.75,95.60,-99.90,-99.90
162,Caloundra,54,1786665600,2026-08-14T10:00:00,-26.84747,153.15566,0.446,0.680,9.090,4.301,19.80,97.00,-99.90,-99.90
163,Caloundra,54,1786667400,2026-08-14T10:30:00,-26.84738,153.15559,0.458,0.810,9.090,4.040,19.85,88.60,-99.90,-99.90
164,Caloundra,54,1786669200,2026-08-14T11:00:00,-26.84713,153.15551,0.507,0.990,9.090,3.636,19.85,95.60,-99.90,-99.90
165,Caloundra,54,1786671000,2026-08-14T11:30:00,-26.84666,153.15577,0.508,0.940,9.090,3.704,19.95,104.10,-99.90,-99.90
166,Caloundra,54,1786672800,2026-08-14T12:00:00,-26.84659,153.15602,0.524,0.890,9.090,3.509,19.95,90.00,-99.90,-99.90
167,Caloundra,54,1786674600,2026-08-14T12:30:00,-26.84658,153.15611,0.552,0.960,9.090,3.419,20.00,98.40,-99.90,-99.90
168,Caloundra,54,1786676400,2026-08-14T13:00:00,-26.84657,153.15613,0.523,0.800,9.090,3.738,20.00,87.20,-99.90,-99.90
169,Caloundra,54,1786678200,2026-08-14T13:30:00,-26.84657,153.15619,0.503,0.840,9.090,3.810,19.95,84.40,-99.90,-99.90
170,Caloundra,54,1786680000,2026-08-14T14:00:00,-26.84657,153.15617,0.494,0.940,5.880,4.167,19.00,102.70,-99.90,-99.90
171,Caloundra,54,1786683600,2026-08-14T15:00:00,-26.84657,153.15615,0.507,0.980,9.090,4.651,19.65,88.60,-99.90,-99.90
172,Caloundra,54,1786685400,2026-08-14T15:30:00,-26.84656,153.15609,0.520,0.910,9.090,4.706,19.45,91.40,-99.90,-99.90
173,Caloundra,54,1786687200,2026-08-14T16:00:00,-26.84657,153.15602,0.510,0.800,8.330,4.878,19.25,94.20,-99.90,-99.90
174,Caloundra,54,1786689000,2026-08-14T16:30:00,-26.84658,153.15594,0.567,0.950,6.250,4.494,19.05,104.10,-99.90,-99.90
175,Caloundra,54,1786690800,2026-08-14T17:00:00,-26.84662,153.15585,0.619,1.110,13.330,3.960,19.05,108.30,-99.90,-99.90
176,Caloundra,54,1786692600,2026-08-14T17:30:00,-26.84667,153.15572,0.639,1.010,8.330,3.774,19.10,109.70,-99.90,-99.90
177,Caloundra,54,1786694400,2026-08-14T18:00:00,-26.84685,153.15553,0.571,1.060,12.500,3.704,19.25,106.90,-99.90,-99.90
178,Caloundra,54,1786696200,2026-08-14T18:30:00,-26.84730,153.15551,0.602,1.000,13.330,3.670,19.20,99.80,-99.90,-99.90
179,Caloundra,54,1786698000,2026-08-14T19:00:00,-26.84745,153.15559,0.603,0.970,6.670,3.704,19.25,106.90,-99.90,-99.90
180,Caloundra,54,1786699800,2026-08-14T19:30:00,-26.84751,153.15566,0.590,1.060,8.330,3.846,19.75,102.70,-99.90,-99.90
181,Caloundra,54,1786701600,2026-08-14T20:00:00,-26.84751,153.15568,0.587,1.060,5.560,3.883,19.80,109.70,-99.90,-99.90
182,Caloundra,54,1786703400,2026-08-14T20:30:00,-26.84753,153.15570,0.621,1.020,9.090,4.000,19.85,106.90,-99.90,-99.90
183,Caloundra,54,1786705200,2026-08-14T21:00:00,-26.84752,153.15570,0.586,0.990,9.090,4.211,19.85,106.90,-99.90,-99.90
184,Caloundra,54,1786707000,2026-08-14T21:30:00,-26.84753,153.15572,0.599,1.100,8.330,4.211,19.95,109.70,-99.90,-99.90
185,Caloundra,54,1786708800,2026-08-14T22:00:00,-26.84752,153.15574,0.618,0.990,6.670,4.124,19.95,116.70,-99.90,-99.90
186,Caloundra,54,1786710600,2026-08-14T22:30:00,-26.84751,153.15572,0.606,1.060,5.000,4.167,19.95,101.30,-99.90,-99.90
187,Caloundra,54,1786712400,2026-08-14T23:00:00,-26.84745,153.15568,0.625,1.040,9.090,4.124,19.90,95.60,-99.90,-99.90
188,Caloundra,54,1786714200,2026-08-14T23:30:00,-26.84730,153.15579,0.628,1.340,9.090,4.211,19.90,104.10,-99.90,-99.90
189,Caloundra,54,1786716000,2026-08-15T00:00:00,-26.84693,153.15592,0.616,1.180,5.260,4.124,19.90,99.80,-99.90,-99.90
190,Caloundra,54,1786717800,2026-08-15T00:30:00,-26.84661,153.15613,0.631,1.130,4.550,4.124,19.90,106.90,-99.90,-99.90
